genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
autonomous black metal,0.000982444,0.267946078,327386.7059,0.807553922,0.759565196,0.288540196,-8.823205882,0.065559804,116.47325,0.227928922,39.01470588,11,1
avant-garde,0.894519776,0.333726966,349011.8862,0.173783849,0.501547556,0.172554335,-22.5691519,0.05220394,103.2488587,0.240037691,20.87732213,7,1
avant-garde jazz,0.710692353,0.435371113,403327.3237,0.354871275,0.413092205,0.181737222,-15.32017853,0.065997131,107.8665216,0.428284102,22.83134045,5,1
avant-garde metal,0.090915,0.47525,253482.75,0.8045,0.04045,0.40775,-6.40575,0.075375,124.553,0.25535,2,11,1
axe,0.330314242,0.613333333,233132.6667,0.700166667,0.001658409,0.237772727,-9.244939394,0.066536364,115.5280455,0.715545455,54.90909091,7,1
azeri traditional,0.708,0.4645,330441.5,0.313,0.00078,0.203,-15.592,0.0362,104.1395,0.5165,47.5,7,0
azonto,0.1139555,0.750666667,236563.3333,0.632722222,0.047770528,0.222255556,-7.663083333,0.235144444,115.7541389,0.5503,26.86111111,1,1
azontobeats,0.303510441,0.6474,260869.5,0.6782,0.093383993,0.19996,-7.261,0.1621,132.9424,0.7128,18.1,1,1
bachata,0.386114197,0.770024027,252300.5748,0.595026363,0.087616936,0.15174812,-7.28758056,0.050738932,125.2454407,0.775296385,46.3896251,1,1
bachata dominicana,0.399058851,0.738170972,262905.3342,0.548825424,0.058292781,0.155448742,-8.423877138,0.052021242,127.4852109,0.815739172,40.86390157,7,1
background jazz,0.213956048,0.614197619,338463.2619,0.659940476,0.498269143,0.187680952,-10.89539524,0.182680238,123.56465,0.411921429,19.08571429,1,1
background music,0.410294502,0.465775,260402.8869,0.473901381,0.768320233,0.152888214,-16.32714881,0.048393214,103.9990214,0.278422143,27.60833333,11,0
background piano,0.453344719,0.504454545,217645.5247,0.53341547,0.468698665,0.202925678,-11.45322408,0.052016268,111.7335558,0.370389314,14.77830941,0,1
baglama,0.691,0.477,166267,0.328,2.58E-05,0.339,-16.15,0.0364,90.403,0.561,1,11,1
bahai,0.534,0.536,166173,0.206,0,0.0963,-11.516,0.0307,170.709,0.434,23,5,1
bahamian folk,0.690665741,0.64375,166087.5185,0.657925926,0.380222654,0.233528704,-9.42962037,0.079039815,113.8222315,0.714,4.712962963,10,1
bahamian pop,0.064033333,0.815777778,199844.5556,0.875888889,0.000755833,0.1684,-4.581333333,0.085377778,123.2733333,0.843333333,49.66666667,11,0
baiao,0.874964286,0.588785714,148893.9524,0.328440476,0.520786397,0.173697619,-15.94067857,0.051132143,100.1236429,0.625761905,4.214285714,5,1
bakersfield sound,0.614058947,0.609042486,160908.8911,0.475928048,0.021581016,0.175661778,-10.77094919,0.041152375,115.0365196,0.711949679,24.98297946,7,1
balearic,0.163098359,0.645435897,435218.6923,0.682538462,0.631769949,0.178102564,-9.427076923,0.042841026,117.2269744,0.501297436,7.871794872,2,1
balkan brass,0.34555,0.53,237780.25,0.59325,0.001531935,0.50525,-8.08625,0.10175,117.8715,0.502,26.25,7,1
balkan classical piano,0.992166667,0.351,276146.5,0.020526667,0.917833333,0.098983333,-31.002,0.040766667,122.4448333,0.185583333,43.66666667,6,0
balkan hip hop,0.000522,0.878,502439,0.866,0.598,0.109,-10.008,0.206,123.031,0.832,0,9,1
ballet class,0.865380952,0.342761905,184203.2381,0.068138095,0.757285714,0.11442381,-28.24690476,0.039495238,113.9064286,0.23957619,44.85714286,10,1
ballroom,0.722565894,0.378602924,179896.4895,0.343226648,0.5476739,0.155347463,-12.75897556,0.037477537,123.8058154,0.463449044,22.93565193,7,1
baltic classical,0.8797,0.2776,307727.9,0.1592127,0.37808244,0.14488,-25.6848,0.07965,95.9319,0.09284,16,5,1
baltimore hip hop,0.349,0.762,134213,0.383,0,0.127,-10.098,0.202,92.947,0.44,68,5,0
baltimore indie,0.261018111,0.525377778,301890.7222,0.724955556,0.291737333,0.399331111,-7.040133333,0.048991111,139.9059667,0.4404,53.83333333,3,1
banda,0.433857492,0.678891203,202607.0014,0.60737124,0.068889213,0.175699474,-6.583378878,0.062897343,130.1990214,0.833726607,48.62808969,10,1
banda caliente,0.406977436,0.665741346,214916.424,0.576934615,0.004155027,0.156617404,-7.583064103,0.077096058,128.047824,0.819891346,42.82403846,9,1
banda carnavalera,0.43645,0.63685,192654.5667,0.5525,0.080494772,0.172575833,-7.275458333,0.044125,118.9690333,0.838783333,41.93333333,3,1
bandinhas,0.9602,0.6442,162554.4,0.4242,0.9138,0.1648,-13.1112,0.04138,85.5988,0.8036,1.2,8,1
bandolim,0.807,0.5858,189627.4667,0.441333333,0.181066667,0.398,-9.185333333,0.03568,106.0341333,0.6108,9.666666667,0,1
bandoneon,0.754607143,0.498378571,203185.35,0.376875,0.299849514,0.33884,-10.645,0.053662143,118.1491286,0.538571429,15.58571429,7,1
bangla,0.833693438,0.495200601,203988.9115,0.35664302,0.135568685,0.23705267,-12.082689,0.059321444,102.0092669,0.521395485,0.389217172,9,1
banjo,0.673940466,0.541282357,187709.4179,0.449209479,0.211058808,0.243143336,-12.89930908,0.048714339,129.9671717,0.728281836,25.27623435,7,1
bansuri,0.9502,0.3133,354449.6,0.103665,0.6297,0.12293,-30.6229,0.05611,104.9055,0.3298,42.7,5,1
barbadian pop,0.139474997,0.725113729,234987.9757,0.773354662,0.01246443,0.122842784,-6.7200106,0.079102043,113.0141211,0.754783844,46.49233716,6,1
barbershop,0.835555556,0.529111111,139115.5556,0.210088889,3.20E-07,0.327744444,-13.48344444,0.152222222,123.3944444,0.554666667,33.44444444,7,1
bard,0.71415,0.509611111,208924.6667,0.275,0.001625,0.112488889,-15.13105556,0.085083333,120.2535556,0.4695,34.94444444,3,1
bardcore,0.365133333,0.515,211768.5,0.542,0.000516783,0.11995,-7.604166667,0.0366,126.4235,0.553666667,10.16666667,0,1
barnemusikk,0.847,0.651,305840,0.276,1.13E-06,0.103,-14.771,0.956,90.555,0.452,29,1,1
barnmusik,0.806423423,0.606075075,246286.6141,0.356776276,0.220000676,0.487624324,-14.05805706,0.36794985,99.15078078,0.620821321,23.85885886,5,1
barnsagor,0.856346847,0.648761261,73702.95045,0.506108108,3.57E-08,0.496981982,-16.91505856,0.919644144,94.25461712,0.666698198,23.9954955,1,1
barockinterpreten,0.940708333,0.306,252153.2917,0.202795833,0.374581963,0.131795833,-19.34195833,0.048958333,130.415375,0.359954167,35.25,3,1
baroque,0.844835215,0.416483699,224755.8719,0.209785037,0.556327648,0.158452446,-18.70902021,0.0509739,100.7962695,0.371335886,16.31396139,7,1
baroque brass,0.952333333,0.390666667,91742.33333,0.103133333,0.774666667,0.119533333,-17.97666667,0.036866667,99.72833333,0.327166667,41,5,1
baroque cello,0.991,0.185,360173,0.0193,0.575,0.107,-28.875,0.0496,109.639,0.112,24,6,1
baroque ensemble,0.850429626,0.366327947,231291.3895,0.235179699,0.29858868,0.141189406,-19.01958551,0.045354209,104.6592235,0.310576649,38.56662633,4,1
baroque pop,0.336674132,0.476437495,313585.2628,0.61177411,0.08620006,0.198644051,-8.698231584,0.049557089,121.1184577,0.495484433,39.60782624,9,1
baroque singing,0.935,0.193,183333,0.095,0.277,0.109,-23.482,0.0468,107.44,0.0419,50,4,1
baroque violin,0.916916667,0.421375,286406.8958,0.3023525,0.36365768,0.164409722,-18.81925,0.042473611,105.4210347,0.535308333,35.3125,6,1
barrelhouse piano,0.96036891,0.559633974,168352.1542,0.367130449,0.380434568,0.135152981,-13.01875128,0.048205481,152.0445933,0.792859615,4.857371795,7,1
bass house,0.188237714,0.641855556,274472.7549,0.714380392,0.264601725,0.221187974,-8.033063399,0.075963595,130.7601013,0.43199085,19.45555556,9,0
bass music,0.14935,0.592375,244142.875,0.767375,0.64564475,0.115725,-7.9625,0.158075,123.851375,0.4715,38.625,6,1
bass trap,0.06354847,0.663588333,229767.8422,0.754766667,0.146840402,0.185878,-5.893169444,0.103448944,125.3204922,0.427081667,49.65333333,1,1
basshall,0.197668,0.7578,280919.2,0.8654,0.3720208,0.19008,-6.1534,0.0828,131.6204,0.5612,21.4,4,1
bassline,0.133727848,0.736708333,262114.4583,0.76975,0.1677352,0.155118333,-7.311508333,0.116541667,133.72725,0.673425,18.08333333,1,1
bath indie,0.1454865,0.6635,269880,0.675,0.354465,0.10085,-5.6915,0.0313,108.02,0.503,58.5,1,1
batida,4.73E-05,0.861,364000,0.832,0.178,0.0753,-10.786,0.134,119.984,0.895,0,11,1
baton rouge rap,0.101549676,0.715381522,246617.0472,0.638430392,0.062698971,0.236807088,-6.795369434,0.173983074,125.2395234,0.487944706,42.67591438,1,1
battle rap,0.122450898,0.676914348,252036.2862,0.726648483,0.001374257,0.251982259,-6.457181998,0.283203667,106.8642837,0.624141218,43.83195513,1,1
bay area hip hop,0.0157675,0.8030625,259485.6875,0.5478125,3.98E-06,0.16285625,-7.6081875,0.3025,123.8429375,0.355425,23.25,1,1
bay area indie,0.312908437,0.560966667,373886.1333,0.6432,0.317641309,0.26243,-8.607466667,0.058473333,110.4128,0.579166667,31.56666667,2,1
bboy,0.038761933,0.699320877,246970.8584,0.842499913,0.499515737,0.173909399,-6.332649942,0.08310234,121.214468,0.650449652,12.42839721,10,1
bc underground hip hop,0.2498125,0.7264375,211531.625,0.7525625,0.176021013,0.1713875,-6.0555,0.1039375,126.210625,0.5814375,33.3125,0,1
beach music,0.629729692,0.546329832,189849.4244,0.337242997,0.00041133,0.222617367,-14.15359664,0.076072759,102.181236,0.490278011,24.98319328,7,1
beat italiano,0.228766667,0.485,289249,0.604833333,0.00016485,0.209,-9.4755,0.0354,111.6063333,0.635,38,2,1
beat poetry,0.508149123,0.535135965,256076.0132,0.392768421,0.000173,0.396837719,-15.82460088,0.396925439,100.6069605,0.493624561,24.65350877,1,1
beatboxing,0.235393333,0.793,244444.3333,0.814333333,0,0.475333333,-8.895333333,0.337,96.36266667,0.561666667,40,7,1
beatlesque,0.260775546,0.526469807,216913.2891,0.667761316,0.046903171,0.236125843,-8.532988379,0.05279578,124.1765149,0.629967077,37.93628357,9,1
beats,0.045247,0.6925,159940.5,0.674,0.363,0.1168,-8.482,0.2665,166.5015,0.691,2,11,0
bebop,0.765572676,0.512358731,328699.5776,0.320933831,0.39800438,0.189533878,-14.87793679,0.057074421,113.4982856,0.493664883,20.5223189,5,1
bedroom pop,0.359589975,0.609587013,292608.0188,0.499427852,0.088864388,0.18605595,-9.816310837,0.067639462,113.4543833,0.432711324,64.13050173,0,1
bedroom soul,0.431159866,0.65954021,227329.6218,0.508940851,0.020691829,0.169256818,-8.029848776,0.083222407,106.3351378,0.52319697,52.4009324,2,1
belarusian electronic,4.13E-05,0.469666667,70173.33333,0.985333333,0.959333333,0.216666667,-6.876666667,0.240566667,136.6236667,0.22,2.666666667,1,1
belarusian indie,0.35585,0.598,227411,0.8475,0.557,0.262,-7.988,0.0504,152.4455,0.7255,64.5,1,1
belarusian pop,0.0685,0.6,221649,0.818,0,0.199,-7.176,0.0399,117.96,0.527,0,9,1
belgian classical piano,0.995,0.389,309287,0.06235,0.9155,0.10385,-21.1575,0.04175,106.519,0.08265,0,10,1
belgian contemporary classical,0.9215,0.562,222412,0.4755,0.906,0.086,-12.3655,0.03225,119.75,0.2215,45.5,5,1
belgian dance,0.028481667,0.575583333,306453.0833,0.840083333,0.42125,0.167608333,-7.20375,0.083475,133.1476667,0.302166667,17.33333333,4,0
belgian edm,0.089822333,0.671188034,278630.2821,0.733820513,0.451577221,0.152644444,-7.793376068,0.123866667,129.8698547,0.340239316,26.47863248,11,0
belgian indie,0.374975,0.7065,552868,0.542,0.266,0.10385,-11.2615,0.0467,141.9955,0.26085,44.5,10,1
belgian indie rock,0.00195,0.781,842311,0.713,0.502,0.0857,-9.408,0.0531,129.993,0.0957,32,10,0
belgian jazz,0.773461538,0.558923077,189037.8462,0.283153846,0.501714219,0.193446154,-16.30730769,0.0636,101.7354615,0.436,19.46153846,0,1
belgian metal,4.97E-05,0.176,402320,0.893,0.292,0.258,-5.94,0.0553,113.374,0.165,1,0,1
belgian new wave,0.038501465,0.643333333,248512,0.8465,0.548,0.194666667,-8.086833333,0.032583333,120.2325,0.371666667,21,2,1
belgian pop,0.11155,0.757,214280,0.66475,0.0030225,0.120475,-8.372,0.100225,116.4715,0.588,56.75,1,0
belgian rock,0.263571414,0.490698413,352346.9524,0.659109524,0.176186102,0.17887619,-9.668301587,0.046626984,130.7270873,0.340852381,24.63492063,0,1
belgian singer-songwriter,0.73725,0.44775,225385,0.432625,7.36E-05,0.216625,-9.841375,0.0949125,111.9595,0.496875,44,8,0
belgian techno,0.00109,0.819,247869,0.888,0.888,0.0733,-8.083,0.058,121.997,0.835,0,7,1
belly dance,0.493263214,0.608151599,454889.3827,0.540730662,0.226630553,0.196320234,-11.40260263,0.06207826,124.2099246,0.680293775,23.20770177,2,1
belo horizonte indie,0.0277,0.628,247423,0.643,0.263,0.0671,-8.428,0.0824,96.837,0.389,0,0,1
bengali folk,0.919691304,0.440447826,192197.3739,0.307147826,0.17443913,0.258772174,-13.41447391,0.059805652,118.644,0.459052174,0.1,7,1
beninese pop,0.0576,0.663,305733,0.849,0.24,0.358,-11.62,0.0358,90.172,0.966,41,6,1
bergen indie,0.3826,0.72,211105.2778,0.608111111,0.100087356,0.134511111,-8.228166667,0.038805556,142.7955556,0.839777778,67.33333333,6,1
berlin minimal techno,0.022238089,0.81655,349101.8417,0.666641667,0.576180187,0.153537083,-8.12305,0.083452917,126.5609917,0.347854167,0,7,1
berlin school,0.625315133,0.378844667,394727.3433,0.343882333,0.866169333,0.188328333,-16.87235667,0.052989333,118.7074467,0.251463,24.72,2,1
bhajan,0.745711496,0.588310541,265418.9765,0.304298433,0.199333959,0.228069801,-12.49663889,0.099165954,115.3981111,0.513245014,15.87535613,7,1
bhangra,0.248558333,0.693833333,281501.0833,0.91875,0.066599641,0.17175,-5.781666667,0.100691667,138.4049167,0.8855,9.666666667,1,1
bible,0.905,0.212,354000,0.0161,0.000325,0.123,-28.384,0.0455,112.419,0.107,42,10,0
big band,0.807988672,0.536096093,234605.4619,0.335109859,0.322322012,0.224996034,-13.02922475,0.073388187,114.5128104,0.550961891,16.63894849,5,1
big beat,0.099270445,0.610468086,332730.2269,0.725112112,0.412539662,0.230115349,-8.932205756,0.067909811,125.1887619,0.477039526,40.27343712,9,1
big room,0.063915445,0.604184045,225284.4709,0.817655667,0.326004296,0.226914032,-6.118279123,0.082242539,128.4920037,0.391104604,25.53027533,7,0
binaural,0.992,0.486,121626,0.000953,0.666,0.111,-40.637,0.047,64.26,0.329,60,3,1
birmingham grime,0.201760833,0.689433333,224379.7333,0.723366667,0.183906133,0.161153333,-5.707233333,0.12845,139.0256,0.524166667,50.13333333,10,0
birmingham hip hop,0.0009225,0.5465,309954,0.9375,0.519,0.26,-3.8225,0.09995,175.073,0.5455,0,8,0
birmingham metal,0.032078394,0.449290332,286442.2331,0.784304888,0.443338488,0.21050332,-10.24834297,0.063064797,127.2958002,0.309448228,30.36698925,1,1
bitpop,0.165011,0.6885,226031,0.7655,0.0337789,0.201,-6.088214286,0.064042857,125.9496429,0.540142857,62.14285714,1,1
black 'n' roll,0.048646093,0.2763,306534.725,0.935275,0.344191125,0.274525,-5.393725,0.1059275,131.190175,0.264355,21.825,4,1
black comedy,0.78480285,0.595019814,164267.5807,0.692647727,0.000129412,0.643770105,-10.69001661,0.767064044,111.1562142,0.497282022,23.51515152,6,1
black metal,0.009756342,0.240615033,292866.4797,0.89986719,0.532010734,0.277033193,-7.560878007,0.079537752,132.0599683,0.256629023,31.30751634,11,1
black punk,0.0242791,0.383139683,187647.8254,0.789454611,0.369381348,0.254992063,-8.682611111,0.072414286,128.0184127,0.492529365,28.36507937,7,1
black sludge,2.07E-05,0.354,364453,0.98,0.867,0.332,-6.128,0.14,135.765,0.106,3,2,1
black thrash,0.021531455,0.245278301,251370.8956,0.878929352,0.593186082,0.231814325,-9.492858824,0.068380777,123.7910429,0.285636699,24.66644658,11,1
blackened crust,0.011488463,0.1775,388806.75,0.93275,0.12437975,0.2595,-5.3575,0.1305,141.606,0.126425,42,4,1
blackened deathcore,0.140456942,0.467527778,207095.0972,0.831819444,0.199633341,0.537518056,-7.701402778,0.180679167,126.2947083,0.494677778,8.125,7,1
blackgaze,0.5104,0.324666667,399065.3333,0.389,0.63262,0.246333333,-13.312,0.0339,90.78866667,0.1953,52.66666667,0,0
blasmusik,0.995,0.327,226600,0.173,0.93,0.124,-17.198,0.0403,95.155,0.148,1,3,1
bleep techno,0.104578926,0.502944444,282561.8519,0.741351852,0.523607815,0.207185185,-8.079277778,0.079740741,139.9082778,0.557544444,45,11,0
bluegrass,0.584394494,0.54049015,213218.5282,0.455216928,0.167420099,0.196911397,-12.02707215,0.040556265,128.5679374,0.677345332,31.22560023,7,1
bluegrass fiddle,0.643093333,0.436354667,223893.22,0.359890667,0.269497197,0.194044,-15.96417333,0.037063333,119.9291333,0.633468,23.63333333,7,1
bluegrass gospel,0.530613935,0.575287195,190672.09,0.431140323,0.113021878,0.248115744,-11.53509891,0.038859124,130.4445594,0.70417543,28.72499814,9,1
blues,0.595983397,0.585931773,228013.3333,0.447439366,0.117994865,0.189686883,-11.9134317,0.066128103,117.4691419,0.644962136,27.47683244,9,1
blues latinoamericano,0.187033333,0.461666667,231642.6667,0.770333333,0.154146667,0.136266667,-7.829333333,0.104866667,113.0876667,0.364333333,47.33333333,2,1
blues mexicano,0.0384,0.3515,298966.5,0.656,0.00011045,0.087,-10.8425,0.16515,187.521,0.425,41.5,7,1
blues rock,0.273494838,0.519127326,269215.5604,0.617778712,0.112332268,0.229738228,-10.06058543,0.062700176,123.4126115,0.588080156,33.15909121,9,1
bmore,0.058508642,0.669912088,241263.8095,0.73346337,0.147506829,0.183107967,-7.164822344,0.11330293,136.9850357,0.422232418,52.23626374,7,1
bohemian baroque,8.17E-05,0.812,385253,0.673,0.886,0.0951,-11.462,0.0463,125.732,0.297,0,11,1
bolero,0.703603373,0.560478306,190220.0011,0.386958671,0.034282784,0.197273379,-10.74835255,0.046390827,112.8490817,0.595985427,35.76976211,5,1
bolero cubano,0.756817342,0.594719601,182929.0373,0.391422879,0.022915138,0.178244965,-11.03941525,0.065246412,114.7682315,0.683072326,25.30429864,5,1
bolero mexicano,0.828637386,0.55459493,194220.5396,0.344822611,0.010599989,0.202959692,-11.1548065,0.040469047,103.1609879,0.584645065,36.12386486,5,1
bomba y plena,0.58602245,0.674028723,194906.0187,0.662838096,0.007703323,0.111105869,-7.349473894,0.086511669,108.1673603,0.910441706,15.85934022,5,1
boogaloo,0.577698902,0.613479999,275603.4615,0.604861141,0.058263621,0.20377062,-8.954689205,0.056011398,121.1813739,0.792473495,33.62448651,7,1
boogie,0.136332917,0.675266667,344958.2333,0.72325,0.195453401,0.122875,-10.32148333,0.059690833,118.541675,0.710375,28.43333333,6,1
boogie-woogie,0.86886983,0.617840175,209756.7671,0.375991894,0.423089099,0.160181301,-13.11296309,0.063251859,122.517675,0.665867128,16.9596565,0,1
boom bap,0.179581507,0.667639247,232984.5529,0.719518341,0.051182965,0.236268734,-7.558340388,0.270489701,117.9554593,0.557165587,44.56836584,1,0
bosnian electronic,0.000588167,0.860333333,403569.8333,0.474333333,0.885666667,0.076116667,-11.34133333,0.175116667,124.663,0.291166667,0,10,0
bossa nova,0.630819211,0.557552312,206205.387,0.459194325,0.166465087,0.179095725,-12.52524521,0.05868342,114.6450484,0.624287663,33.28936582,5,1
bossa nova jazz,0.5065,0.6082,392482.6,0.6177,0.70466,0.13777,-14.4322,0.04041,105.7712,0.7499,34.7,7,1
boston folk,0.6015,0.5885,244586.6667,0.4065,0.000341417,0.121166667,-10.37266667,0.031733333,127.5486667,0.449666667,29.33333333,7,1
boston hardcore,0.019328601,0.556202381,161715.8333,0.757190476,0.054224973,0.292735714,-6.933630952,0.110465476,104.789119,0.534785714,25.3452381,1,1
boston hip hop,0.236857364,0.692104545,190002.2333,0.711365152,0.000179651,0.125450606,-7.15055303,0.217295152,117.4182667,0.731716667,39.69545455,11,1
boston indie,0.0425,0.4595,238066,0.5985,0.5415,0.1113,-8.115,0.0291,83.503,0.335,55.5,10,1
boston metal,0.003336627,0.422423077,267449.3654,0.880711538,0.041403538,0.159065385,-4.346461538,0.073844231,134.6227692,0.307557692,46.88461538,10,1
